"Income","Race","Sex","Birth.Country"
223696,"Other","Male","Dominican-Republic"
234500,"White","Female","United-States"
97005,"White","Male","United-States"
242615,"White","Female","United-States"
174938,"White","Male","United-States"
160120,"Asian-Pac-Islander","Male","Philippines"
193775,"White","Male","United-States"
59583,"White","Male","United-States"
157913,"White","Male","United-States"
308205,"White","Male","United-States"
158506,"White","Male","United-States"
201769,"Black","Male","United-States"
330470,"White","Male","United-States"
184078,"White","Female","United-States"
123384,"White","Female","United-States"
330132,"White","Female","United-States"
274720,"Black","Male","Jamaica"
129673,"White","Female","United-States"
205584,"White","Male","Mexico"
327127,"White","Male","United-States"
225892,"White","Male","United-States"
224886,"White","Male","United-States"
27763,"Amer-Indian-Eskimo","Male","United-States"
73684,"White","Male","Portugal"
107452,"White","Male","United-States"
23871,"White","Female","United-States"
309272,"White","Male","United-States"
469864,"Black","Male","United-States"
286230,"White","Female","United-States"
186308,"White","Male","United-States"
113062,"White","Female","United-States"
86150,"Asian-Pac-Islander","Female","Philippines"
262038,"White","Male","Mexico"
279231,"White","Male","Italy"
188903,"White","Male","United-States"
183786,"White","Female","United-States"
339358,"White","Female","Mexico"
287737,"White","Female","United-States"
99203,"White","Male","United-States"
297449,"White","Male","United-States"
113481,"White","Male","United-States"
204042,"White","Male","United-States"
43387,"White","Male","England"
99233,"White","Male","United-States"
313729,"White","Male","United-States"
99679,"White","Male","United-States"
169745,"White","Female","United-States"
19914,"Amer-Indian-Eskimo","Female","United-States"
113543,"White","Male","United-States"
224241,"White","Female","United-States"
137367,"Asian-Pac-Islander","Male","China"
263908,"White","Male","United-States"
280798,"White","Male","United-States"
203849,"White","Male","United-States"
62546,"White","Male","United-States"
197344,"White","Male","United-States"
93225,"White","Male","United-States"
187560,"White","Male","United-States"
61743,"White","Male","United-States"
186648,"White","Male","United-States"
173321,"Black","Female","United-States"
246820,"White","Male","United-States"
424034,"White","Male","United-States"
291755,"White","Male","United-States"
104945,"Black","Male","United-States"
85423,"White","Male","United-States"
214235,"White","Male","United-States"
278632,"White","Male","United-States"
27415,"Amer-Indian-Eskimo","Male","United-States"
143392,"White","Female","United-States"
277408,"White","Female","United-States"
336793,"White","Male","United-States"
184112,"White","Female","United-States"
74660,"White","Male","United-States"
395026,"White","Male","United-States"
171215,"White","Male","United-States"
121362,"White","Female","United-States"
409200,"White","Male","United-States"
268965,"White","Female","United-States"
136262,"White","Male","United-States"
141323,"White","Male","United-States"
108083,"White","Male","United-States"
82210,"White","Male","United-States"
400943,"White","Male","United-States"
308489,"Black","Male","United-States"
187053,"White","Female","United-States"
75826,"White","Female","United-States"
413345,"White","Female","United-States"
356567,"White","Male","United-States"
223811,"White","Male","United-States"
159313,"White","Male","United-States"
250170,"Black","Male","United-States"
135617,"White","Male","United-States"
187346,"White","Female","United-States"
108103,"White","Male","United-States"
255476,"White","Male","Mexico"
68577,"White","Male","United-States"
155961,"Black","Female","Jamaica"
264102,"Black","Male","Haiti"
167777,"White","Male","United-States"
225399,"White","Male","United-States"
199998,"White","Female","United-States"
199856,"White","Female","United-States"
189765,"White","Female","United-States"
193042,"White","Male","United-States"
222810,"White","Female","United-States"
162595,"White","Male","United-States"
208826,"White","Female","United-States"
120190,"White","Female","United-States"
27242,"White","Male","United-States"
348099,"White","Female","United-States"
185041,"White","Female","United-States"
309196,"White","Female","United-States"
254285,"White","Male","Germany"
336226,"White","Male","United-States"
240698,"White","Male","United-States"
411797,"White","Female","United-States"
178843,"White","Female","United-States"
136177,"White","Female","United-States"
243409,"White","Male","Germany"
258049,"White","Male","United-States"
164748,"White","Male","United-States"
24185,"White","Male","United-States"
167476,"White","Male","United-States"
106900,"White","Male","United-States"
53497,"White","Male","United-States"
335704,"White","Male","United-States"
211022,"White","Male","United-States"
163003,"Asian-Pac-Islander","Female","Taiwan"
77146,"White","Male","United-States"
67433,"White","Female","United-States"
458549,"White","Male","Mexico"
190469,"White","Male","United-States"
195411,"Black","Female","United-States"
216889,"White","Male","United-States"
336007,"White","Male","United-States"
167350,"White","Male","United-States"
241857,"Black","Female","United-States"
125892,"White","Male","United-States"
272209,"Black","Female","United-States"
175221,"White","Male","United-States"
180195,"White","Male","United-States"
38090,"White","Male","United-States"
310085,"White","Male","United-States"
118686,"White","Female","United-States"
112963,"White","Female","United-States"
120131,"White","Male",""
43937,"White","Female","United-States"
210438,"Black","Male","United-States"
176724,"White","Male","Puerto-Rico"
113364,"White","Male","United-States"
73986,"White","Male","United-States"
197932,"White","Female","United-States"
193285,"White","Male","United-States"
223342,"White","Female","United-States"
49749,"White","Female","United-States"
211553,"White","Female","United-States"
201865,"White","Male","United-States"
322143,"White","Male","United-States"
158702,"Black","Female",""
275625,"Asian-Pac-Islander","Female","South"
206599,"White","Female","United-States"
89813,"White","Female","Scotland"
156848,"White","Male","United-States"
162494,"White","Female","United-States"
205407,"White","Male","United-States"
375313,"Asian-Pac-Islander","Male","Philippines"
930948,"Black","Female","United-States"
127895,"Black","Female","United-States"
248754,"White","Male","United-States"
188096,"White","Female","United-States"
216811,"White","Female","United-States"
113870,"White","Male","United-States"
343052,"White","Female","United-States"
280966,"White","Male","United-States"
42044,"White","Male","United-States"
309513,"White","Male","United-States"
163604,"White","Female","United-States"
224198,"White","Female","United-States"
338283,"White","Male","United-States"
242375,"White","Female","United-States"
81286,"White","Male","United-States"
243368,"White","Male","Mexico"
217803,"White","Female","United-States"
323020,"White","Female","United-States"
34278,"White","Male","United-States"
184579,"White","Male","United-States"
210781,"White","Female","United-States"
142673,"White","Female","United-States"
131714,"Black","Female","United-States"
74784,"White","Female","United-States"
181372,"White","Female","United-States"
62507,"White","Female","United-States"
155664,"White","Male","United-States"
174924,"White","Male","United-States"
113440,"White","Male","United-States"
147227,"White","Male","United-States"
207022,"White","Male","United-States"
123011,"White","Male","United-States"
184678,"White","Female","United-States"
182437,"White","Male","United-States"
98639,"White","Male","United-States"
174201,"White","Male","United-States"
123780,"White","Female","United-States"
374116,"White","Female","United-States"
212005,"White","Male","United-States"
123965,"White","Female","United-States"
242619,"White","Male","United-States"
138502,"White","Male","United-States"
113635,"White","Male","Ireland"
664366,"White","Male","United-States"
218311,"White","Female","United-States"
278557,"White","Male","United-States"
314773,"White","Male","United-States"
194861,"White","Male","United-States"
400616,"White","Male","United-States"
208117,"White","Male","United-States"
184498,"White","Male","United-States"
117674,"White","Male","United-States"
162621,"White","Male","United-States"
368739,"White","Female","United-States"
196994,"White","Male","United-States"
420629,"White","Male","United-States"
245491,"White","Male","United-States"
276456,"White","Male","United-States"
169133,"White","Female","United-States"
99307,"White","Male","United-States"
120131,"White","Male","United-States"
456236,"White","Male","United-States"
107123,"Black","Male","United-States"
125461,"White","Male","United-States"
36924,"White","Male","United-States"
167065,"White","Male","United-States"
53642,"White","Male","United-States"
154668,"White","Male","United-States"
102238,"White","Male","United-States"
54595,"Black","Female","United-States"
152951,"White","Male","United-States"
257042,"White","Male","United-States"
74243,"White","Female","United-States"
149049,"White","Male","United-States"
117186,"White","Male","United-States"
178322,"White","Male","United-States"
286911,"White","Male","United-States"
203635,"White","Male","United-States"
177271,"White","Male","United-States"
149427,"White","Male","United-States"
101656,"Asian-Pac-Islander","Male","Vietnam"
274363,"White","Male","United-States"
241025,"White","Male","United-States"
338836,"White","Male","United-States"
210534,"White","Male","El-Salvador"
95725,"White","Male","United-States"
178013,"White","Female","Cuba"
167410,"Amer-Indian-Eskimo","Male","United-States"
158162,"White","Female","United-States"
241935,"Black","Male","United-States"
406955,"White","Female","United-States"
341762,"White","Male","United-States"
239303,"White","Male",""
38848,"White","Male","United-States"
54744,"White","Male","United-States"
332194,"Black","Male","United-States"
154950,"White","Male","United-States"
196342,"White","Male","United-States"
201292,"White","Male","United-States"
339767,"White","Female","England"
250066,"White","Female","United-States"
318886,"Black","Male","United-States"
124076,"White","Female","United-States"
242122,"Black","Female","United-States"
34019,"White","Male","United-States"
230754,"Black","Female","United-States"
213842,"White","Male","United-States"
196386,"White","Male","El-Salvador"
62165,"Black","Male",""
134737,"White","Male","United-States"
515629,"White","Female","United-States"
119199,"White","Female","United-States"
90222,"White","Female","United-States"
28443,"White","Female","United-States"
159442,"White","Female","Ireland"
315804,"White","Male","United-States"
135840,"White","Male","United-States"
81232,"White","Male",""
118001,"Black","Male","United-States"
207875,"White","Male","United-States"
164898,"White","Male","United-States"
170066,"White","Male","United-States"
111994,"White","Male","United-States"
166636,"Black","Female","United-States"
61737,"White","Male","United-States"
241885,"White","Male","United-States"
234190,"White","Male","United-States"
230899,"White","Female","United-States"
114158,"White","Female","United-States"
222442,"White","Male","Cuba"
157612,"White","Female","United-States"
199903,"White","Female","United-States"
292627,"Black","Male","United-States"
156687,"Asian-Pac-Islander","Male","Japan"
369522,"White","Male","United-States"
226297,"White","Male","United-States"
356017,"White","Male","United-States"
189257,"Black","Female","United-States"
157541,"White","Male","United-States"
69251,"Asian-Pac-Islander","Male","Philippines"
272944,"White","Male","United-States"
113667,"Black","Female","United-States"
222011,"White","Female","United-States"
191196,"White","Male","United-States"
169104,"White","Male","United-States"
146679,"Black","Male","United-States"
226985,"White","Male","United-States"
153066,"White","Male","United-States"
159303,"White","Female","United-States"
200109,"White","Female","United-States"
109445,"White","Male","United-States"
99491,"White","Female","United-States"
172571,"White","Male","United-States"
143582,"Asian-Pac-Islander","Female",""
207113,"White","Male","United-States"
192712,"White","Female","United-States"
154297,"Black","Female","United-States"
238913,"White","Male","United-States"
110402,"White","Male","United-States"
207213,"White","Male","United-States"
606111,"White","Female","Germany"
34112,"White","Male","United-States"
119156,"White","Male","United-States"
249787,"Black","Male","United-States"
153516,"White","Male","United-States"
260754,"Black","Male","United-States"
155621,"White","Male","Columbia"
33983,"White","Male","United-States"
306601,"Amer-Indian-Eskimo","Male","Mexico"
270075,"White","Female","United-States"
109430,"White","Female","United-States"
187115,"White","Female","United-States"
463667,"White","Male","United-States"
52262,"White","Male","United-States"
144064,"White","Male","United-States"
147821,"White","Female",""
232719,"White","Male","United-States"
268620,"White","Female","United-States"
81132,"Asian-Pac-Islander","Male","Philippines"
323069,"White","Female","United-States"
242984,"White","Male","United-States"
172684,"White","Male","Mexico"
103932,"White","Female","United-States"
431637,"White","Male","United-States"
188942,"Black","Female","Puerto-Rico"
170354,"White","Male","United-States"
28518,"White","Male","United-States"
193380,"White","Male","United-States"
175942,"White","Male","United-States"
53956,"White","Male","United-States"
120773,"White","Female","United-States"
96219,"White","Female","United-States"
104164,"White","Male","United-States"
190429,"White","Female","United-States"
243030,"White","Male","United-States"
228660,"White","Male","United-States"
368757,"White","Male","United-States"
220563,"White","Male","United-States"
233571,"White","Female","United-States"
187847,"White","Male","United-States"
84298,"White","Male","United-States"
254303,"White","Male","United-States"
109611,"White","Female","Portugal"
189183,"White","Male","United-States"
206951,"White","Male","United-States"
282882,"Black","Female","United-States"
377061,"White","Male","United-States"
209906,"Black","Male","Puerto-Rico"
176059,"White","Female","United-States"
279015,"White","Male","Taiwan"
347292,"White","Male","United-States"
277314,"Black","Male","United-States"
29887,"White","Female","United-States"
341439,"White","Female","United-States"
209460,"White","Male","United-States"
114263,"White","Female","Hungary"
230899,"White","Female","Mexico"
271767,"White","Male","United-States"
20956,"White","Male","United-States"
39986,"White","Male","United-States"
45784,"White","Female","United-States"
126991,"Black","Female","United-States"
234648,"Black","Male","United-States"
207676,"Black","Male","United-States"
413345,"White","Female","United-States"
122033,"White","Female","United-States"
169611,"White","Female","United-States"
90363,"White","Male","United-States"
372636,"Black","Male","United-States"
340917,"White","Male","United-States"
34273,"White","Female","Canada"
161027,"White","Male","United-States"
99844,"Amer-Indian-Eskimo","Male","United-States"
207685,"Black","Female","United-States"
74680,"White","Male","United-States"
334273,"White","Male","United-States"
36069,"White","Male","United-States"
100563,"Black","Male","United-States"
174308,"White","Male","United-States"
109413,"White","Male","United-States"
212600,"White","Male","United-States"
271710,"White","Male","United-States"
230816,"White","Male","United-States"
103277,"White","Female","United-States"
318947,"White","Female","United-States"
187167,"White","Female","United-States"
204742,"White","Male","United-States"
282062,"White","Male","United-States"
283510,"Black","Male","United-States"
280093,"White","Male","Mexico"
202729,"White","Male","United-States"
205950,"White","Male","United-States"
392286,"White","Male","United-States"
119207,"White","Male","United-States"
195554,"White","Male","United-States"
173005,"White","Male","United-States"
192862,"White","Female","United-States"
164712,"White","Male","United-States"
195808,"White","Male","United-States"
199444,"White","Female","United-States"
126346,"Black","Female","United-States"
177675,"White","Female","United-States"
50341,"White","Female","United-States"
237943,"White","Male","United-States"
126945,"White","Male","United-States"
92061,"White","Female","United-States"
109938,"Asian-Pac-Islander","Female","Laos"
267252,"Black","Male","United-States"
174704,"Black","Male","United-States"
124771,"White","Male","United-States"
200603,"White","Female","United-States"
165827,"White","Male","United-States"
301199,"White","Female","United-States"
215790,"White","Female","United-States"
87556,"White","Male","United-States"
111467,"White","Male","United-States"
82646,"White","Female","United-States"
162282,"White","Male","United-States"
239074,"White","Male","United-States"
214925,"Black","Male","United-States"
194247,"White","Male","United-States"
211531,"White","Male","United-States"
223267,"White","Male","United-States"
201635,"White","Female","United-States"
188738,"White","Male","United-States"
133055,"White","Female","United-States"
61761,"White","Male","United-States"
103344,"White","Male","United-States"
109814,"White","Male","United-States"
225294,"Black","Female","United-States"
97277,"White","Male","United-States"
146711,"White","Male","United-States"
286452,"White","Female","United-States"
20308,"White","Male","United-States"
224203,"Black","Female","United-States"
225978,"Black","Male","United-States"
237720,"White","Male","United-States"
156743,"White","Male","United-States"
509364,"White","Male","Mexico"
144351,"White","Male","United-States"
375515,"White","Female","United-States"
103529,"White","Male","United-States"
199472,"White","Female","United-States"
348152,"White","Male","United-States"
221166,"White","Male","United-States"
341762,"White","Male","United-States"
634226,"White","Female","United-States"
159449,"White","Male","United-States"
110238,"White","Female","United-States"
458558,"White","Female","United-States"
340217,"White","Female","United-States"
155106,"White","Male","United-States"
90523,"White","Male","United-States"
122756,"Black","Male","United-States"
293828,"Black","Female","Jamaica"
299291,"White","Male","United-States"
483261,"Black","Male","United-States"
122038,"White","Male","United-States"
160647,"White","Female","United-States"
106541,"White","Male","United-States"
126945,"White","Male","United-States"
188505,"White","Female","United-States"
377850,"White","Male","United-States"
193586,"White","Female","United-States"
315417,"White","Male","United-States"
57233,"White","Male","United-States"
195253,"White","Male","United-States"
172991,"White","Male","United-States"
223215,"White","Male","United-States"
95799,"White","Female","United-States"
213385,"White","Male","United-States"
202467,"White","Male","United-States"
145574,"White","Male","United-States"
147548,"White","Male","United-States"
105216,"White","Female","United-States"
77760,"White","Male","United-States"
167990,"White","Male","Canada"
167005,"White","Male","United-States"
108435,"White","Male","United-States"
56645,"Asian-Pac-Islander","Male","United-States"
304973,"White","Male","United-States"
42596,"White","Male","United-States"
220641,"White","Female","United-States"
101452,"White","Male","England"
188888,"White","Male","United-States"
168790,"White","Male","United-States"
98361,"White","Male","United-States"
401762,"White","Female","United-States"
160187,"Black","Female","United-States"
203715,"White","Male","United-States"
144351,"White","Male","United-States"
420749,"White","Male","Germany"
106151,"White","Male","United-States"
362482,"White","Male","United-States"
38151,"White","Male","United-States"
42706,"White","Male","United-States"
126199,"White","Male","United-States"
165510,"White","Male","United-States"
216068,"White","Female","United-States"
215624,"Asian-Pac-Islander","Male","Vietnam"
239708,"White","Male","United-States"
199378,"White","Male","United-States"
230420,"White","Male","United-States"
395022,"White","Female","United-States"
338620,"White","Male","United-States"
210142,"White","Male","United-States"
446358,"White","Male","Mexico"
352614,"White","Male","United-States"
293528,"White","Female","United-States"
55395,"White","Male","United-States"
128538,"White","Female","United-States"
428405,"White","Male","United-States"
126838,"White","Male","United-States"
136836,"Black","Female","United-States"
105838,"White","Male","United-States"
139903,"Black","Female","United-States"
106103,"White","Male","United-States"
186824,"White","Male","United-States"
350387,"White","Male","United-States"
142912,"White","Male","United-States"
321403,"Black","Male","United-States"
114937,"White","Male","United-States"
286689,"White","Male","United-States"
147258,"White","Male","United-States"
451996,"White","Male","United-States"
149833,"White","Female","United-States"
211968,"White","Female","United-States"
287908,"Black","Male","United-States"
166549,"White","Male","United-States"
25216,"White","Female","United-States"
286452,"White","Female","United-States"
162034,"White","Male","United-States"
186932,"White","Male","United-States"
82938,"White","Male","United-States"
122048,"White","Female","United-States"
118710,"White","Male","United-States"
243226,"White","Female","United-States"
268514,"White","Male","United-States"
365289,"White","Male","United-States"
165365,"Asian-Pac-Islander","Male","Laos"
219266,"White","Female",""
283757,"White","Male","United-States"
206553,"White","Male","United-States"
113364,"White","Male","United-States"
328949,"White","Male","United-States"
83930,"White","Female","United-States"
325355,"White","Female","United-States"
131852,"White","Female","United-States"
119506,"White","Female","United-States"
100818,"White","Female","United-States"
162302,"White","Female","United-States"
182211,"White","Male","United-States"
194205,"White","Female","Mexico"
141040,"Black","Female","United-States"
346033,"White","Male","United-States"
177125,"White","Male","United-States"
241174,"White","Male","United-States"
130532,"White","Female","United-States"
168496,"White","Male","United-States"
362787,"Black","Female","United-States"
244771,"Black","Female","United-States"
48123,"White","Female","United-States"
173858,"Asian-Pac-Islander","Male","South"
207201,"White","Male","United-States"
37933,"Black","Female","United-States"
33323,"White","Male","United-States"
175943,"White","Female","United-States"
306178,"White","Male","United-States"
229110,"White","Female","United-States"
113511,"White","Male","United-States"
333677,"White","Male","United-States"
236021,"White","Male",""
371089,"White","Female","United-States"
115023,"White","Male","United-States"
133586,"White","Female","United-States"
91137,"Black","Female","United-States"
105598,"White","Male","United-States"
352812,"White","Female","United-States"
204829,"White","Male","United-States"
247733,"Black","Female","United-States"
370585,"Black","Male","United-States"
103257,"White","Male","United-States"
178915,"White","Female","United-States"
54260,"White","Male","United-States"
55395,"White","Male","United-States"
233511,"White","Male","United-States"
318331,"White","Male","United-States"
195985,"White","Female","United-States"
38876,"White","Male","United-States"
81413,"White","Male","United-States"
172618,"White","Male","United-States"
174717,"White","Male","United-States"
224984,"White","Female","Germany"
423297,"White","Male","United-States"
88856,"Black","Female","United-States"
169104,"Asian-Pac-Islander","Male","Philippines"
39207,"White","Male","United-States"
340018,"Black","Female","United-States"
30796,"White","Female","United-States"
155403,"Black","Female","United-States"
238092,"White","Male","United-States"
225605,"White","Male","United-States"
289148,"White","Female","United-States"
339863,"White","Male","United-States"
178778,"White","Male","United-States"
568490,"White","Male","United-States"
129345,"White","Male","United-States"
447882,"White","Female","United-States"
314165,"White","Male","United-States"
382859,"White","Male","United-States"
82504,"White","Male","United-States"
149700,"White","Male","United-States"
209844,"White","Female","United-States"
62546,"White","Male","United-States"
228686,"White","Male","United-States"
326587,"White","Male","United-States"
202091,"White","Female","United-States"
310774,"White","Male","United-States"
450246,"White","Male","United-States"
84375,"White","Female","United-States"
142444,"White","Female","United-States"
82246,"White","Male","United-States"
192766,"White","Male","United-States"
53109,"Amer-Indian-Eskimo","Male","United-States"
121836,"White","Female",""
298130,"White","Male","United-States"
135645,"White","Male","United-States"
265275,"White","Male","United-States"
410114,"White","Male","United-States"
232719,"Black","Male","United-States"
167716,"White","Female","United-States"
107627,"White","Male","United-States"
129674,"Black","Male","Mexico"
114053,"White","Male","United-States"
202560,"White","Female","United-States"
219902,"Black","Female","United-States"
192654,"White","Male","United-States"
238966,"White","Male","United-States"
112942,"White","Male","United-States"
153484,"White","Male","United-States"
161874,"Black","Male","United-States"
260106,"White","Female","United-States"
240374,"White","Male","United-States"
251612,"White","Female","Mexico"
223696,"Other","Male","Dominican-Republic"
176134,"Black","Male","United-States"
186959,"White","Male","United-States"
456236,"White","Male","United-States"
98948,"White","Female","United-States"
166662,"White","Male","United-States"
448626,"White","Male","United-States"
167482,"White","Male","United-States"
189792,"White","Male","United-States"
399052,"White","Female","United-States"
104196,"White","Male","United-States"
152752,"White","Male","United-States"
268545,"Black","Male","Jamaica"
148532,"White","Male","United-States"
281784,"Black","Male","United-States"
225724,"White","Female","United-States"
200192,"White","Female","United-States"
170850,"White","Male","United-States"
224858,"White","Male","United-States"
159908,"White","Female","United-States"
115488,"White","Male","United-States"
1268339,"Black","Male","United-States"
195755,"White","Male","United-States"
186272,"White","Male","United-States"
181388,"White","Female","United-States"
177181,"White","Male","United-States"
91488,"Black","Male","United-States"
230961,"White","Male","United-States"
309955,"White","Male","United-States"
63042,"White","Female","United-States"
29814,"White","Male","United-States"
116230,"White","Male","United-States"
167678,"White","Male","Ecuador"
191088,"White","Female","United-States"
63814,"White","Female","United-States"
285865,"Black","Female","United-States"
160776,"White","Female","France"
299831,"White","Female","United-States"
162741,"Black","Female","United-States"
204990,"Black","Female","Jamaica"
171315,"White","Male","United-States"
296462,"Black","Male","United-States"
103860,"White","Male","United-States"
159816,"White","Female","United-States"
96586,"White","Male","United-States"
202720,"Black","Male","Haiti"
202822,"Black","Female",""
379883,"White","Male","Mexico"
123464,"White","Male","United-States"
294121,"White","Female","United-States"
179981,"White","Male","United-States"
234387,"Black","Female","United-States"
154537,"White","Female","United-States"
125856,"White","Male","United-States"
156015,"White","Male","United-States"
116632,"White","Male","United-States"
124963,"White","Male","United-States"
115215,"White","Male","United-States"
254905,"White","Male","United-States"
195532,"White","Female","United-States"
190067,"White","Female","United-States"
181828,"White","Male",""
203674,"White","Female","United-States"
322585,"White","Male","United-States"
246262,"White","Male","United-States"
211129,"White","Female",""
139268,"White","Male","United-States"
188540,"White","Male","United-States"
251167,"White","Female","Mexico"
94809,"White","Female","United-States"
265038,"White","Male","United-States"
182566,"Black","Male","United-States"
220109,"White","Male","United-States"
208470,"White","Male","United-States"
28683,"White","Male","United-States"
233571,"White","Female","United-States"
24562,"Other","Female","United-States"
36364,"White","Male","United-States"
168569,"White","Male","United-States"
167098,"White","Male","United-States"
271579,"White","Male","Mexico"
191355,"White","Male","United-States"
31659,"White","Male","United-States"
83411,"White","Male","United-States"
40856,"White","Male","United-States"
115605,"White","Male","United-States"
132326,"White","Male","United-States"
220213,"White","Female","United-States"
172511,"White","Male","United-States"
156745,"Black","Male","United-States"
218916,"White","Male","United-States"
306114,"White","Male","United-States"
196675,"Black","Male","United-States"
73411,"White","Male","United-States"
184659,"White","Male","United-States"
75890,"Asian-Pac-Islander","Female","United-States"
320451,"Asian-Pac-Islander","Male","Hong"
172498,"White","Male","United-States"
131588,"Black","Female","United-States"
124520,"White","Male","United-States"
93806,"White","Male","United-States"
173192,"Black","Male","United-States"
198554,"White","Female","United-States"
26502,"White","Male","United-States"
225267,"White","Male","United-States"
150042,"White","Female","United-States"
211319,"White","Male","United-States"
208358,"White","Male","United-States"
58115,"White","Male","United-States"
219267,"White","Female","United-States"
129573,"White","Male","United-States"
27834,"White","Male","United-States"
415037,"White","Male","United-States"
191529,"White","Male","United-States"
132806,"White","Female","United-States"
137059,"White","Female","United-States"
102308,"White","Male","United-States"
164309,"White","Female","United-States"
40955,"White","Male","England"
141085,"White","Female","United-States"
258124,"White","Male","Italy"
467579,"Black","Male","United-States"
145139,"White","Male","United-States"
231141,"White","Male","United-States"
146674,"Black","Male",""
242207,"White","Female","United-States"
102541,"Amer-Indian-Eskimo","Female","United-States"
135416,"White","Female","United-States"
267284,"White","Male","United-States"
130812,"White","Female","United-States"
183765,"White","Male",""
188823,"White","Male","United-States"
200593,"White","Male","United-States"
124094,"White","Male","Poland"
50411,"White","Male","United-States"
101689,"White","Female","United-States"
73091,"Black","Male","United-States"
107801,"White","Female","United-States"
176969,"White","Male","United-States"
342709,"White","Male","United-States"
368561,"White","Male","United-States"
26915,"White","Male","United-States"
157974,"Black","Male","United-States"
109832,"White","Male","United-States"
116358,"Asian-Pac-Islander","Male",""
195881,"White","Male","United-States"
183000,"White","Male","United-States"
302347,"White","Male","United-States"
151463,"White","Male","United-States"
217200,"White","Male","United-States"
31740,"Asian-Pac-Islander","Male","India"
35520,"White","Male","United-States"
369843,"White","Male","United-States"
199227,"White","Male","United-States"
144711,"White","Female","United-States"
382802,"Black","Male","United-States"
254781,"White","Female","United-States"
70657,"White","Male","United-States"
50791,"White","Male","United-States"
222162,"White","Male","United-States"
94606,"Black","Male","United-States"
104196,"White","Male","United-States"
455995,"White","Male","United-States"
166210,"White","Male","United-States"
198986,"White","Male","United-States"
292465,"White","Male","United-States"
99388,"White","Male","El-Salvador"
698363,"White","Male","United-States"
154940,"White","Female","United-States"
401998,"White","Female","United-States"
162825,"White","Male","United-States"
271795,"White","Male","United-States"
134671,"White","Male","United-States"
87583,"White","Female","United-States"
248619,"White","Male","United-States"
130200,"White","Male","United-States"
178922,"White","Female","United-States"
51985,"White","Male","United-States"
125933,"White","Male","United-States"
104280,"White","Male","United-States"
617860,"Black","Male","United-States"
122112,"White","Female","United-States"
181758,"White","Female","United-States"
223671,"White","Male","United-States"
140117,"White","Female","United-States"
107458,"White","Male","United-States"
215948,"Other","Male",""
306440,"White","Male","United-States"
615893,"Black","Male","Nicaragua"
201186,"Black","Male","United-States"
37210,"White","Male","United-States"
196084,"White","Male","United-States"
166181,"Black","Female","United-States"
291096,"White","Male","United-States"
232841,"White","Male","United-States"
131982,"White","Male","United-States"
408788,"White","Male","United-States"
42924,"White","Male","United-States"
181091,"White","Male","United-States"
200246,"White","Male","United-States"
282023,"White","Male","United-States"
128990,"White","Male","United-States"
106838,"White","Male","United-States"
144750,"White","Male","United-States"
108140,"White","Male","United-States"
103323,"White","Male","United-States"
268022,"White","Male","United-States"
197114,"White","Male","United-States"
191628,"Black","Male","United-States"
176118,"White","Male","United-States"
42401,"White","Male","United-States"
322385,"White","Male","United-States"
123011,"White","Male","United-States"
210945,"White","Male","United-States"
130620,"Asian-Pac-Islander","Female","China"
248990,"White","Male","Mexico"
132705,"White","Male","United-States"
94892,"White","Male","United-States"
141858,"White","Male","United-States"
81232,"White","Male","United-States"
114561,"Asian-Pac-Islander","Female","Philippines"
191776,"White","Female","United-States"
128354,"White","Female","United-States"
37088,"White","Male","United-States"
414812,"White","Male","United-States"
156799,"White","Female","United-States"
33983,"White","Male","United-States"
194995,"White","Male","United-States"
73431,"White","Female","United-States"
155664,"White","Male","United-States"
182386,"White","Female","United-States"
281074,"White","Male","United-States"
248346,"White","Male","United-States"
167482,"White","Male","United-States"
171088,"White","Female","United-States"
211763,"Black","Female","United-States"
122166,"White","Female","United-States"
370119,"White","Male","United-States"
138940,"White","Male","United-States"
174575,"White","Male","United-States"
101132,"White","Male","United-States"
292307,"Black","Male","Dominican-Republic"
248776,"Black","Male","United-States"
314007,"White","Male","United-States"
213226,"White","Male",""
76845,"Black","Male","United-States"
148320,"Black","Male","United-States"
54261,"White","Male","United-States"
223352,"White","Female","United-States"
211013,"White","Female","Mexico"
209833,"White","Male","United-States"
356272,"White","Female","United-States"
143538,"White","Female","United-States"
242960,"White","Male","United-States"
263871,"White","Male","United-States"
151105,"White","Female","United-States"
207685,"White","Male","England"
46537,"White","Female","United-States"
84324,"White","Male","United-States"
224716,"White","Male","United-States"
186269,"White","Male","United-States"
143731,"White","Male","United-States"
236391,"White","Male","United-States"
54560,"White","Male","United-States"
266325,"White","Female","United-States"
42900,"White","Male","United-States"
183710,"White","Male","United-States"
278254,"Black","Male","United-States"
119992,"White","Male","United-States"
284329,"White","Male","United-States"
368727,"White","Male","United-States"
353696,"White","Male","United-States"
31387,"Amer-Indian-Eskimo","Female","United-States"
110931,"White","Male","United-States"
169532,"White","Female","United-States"
285522,"White","Male","United-States"
198774,"White","Female","United-States"
123291,"White","Male","United-States"
146110,"White","Female","United-States"
29814,"White","Male","United-States"
195595,"White","Male","Guatemala"
92649,"White","Female","United-States"
290688,"White","Male","United-States"
427382,"White","Male","United-States"
234854,"White","Male","United-States"
276568,"White","Female","United-States"
250038,"White","Male","Mexico"
150861,"White","Female","United-States"
87205,"White","Female","England"
343579,"White","Male","Mexico"
94401,"White","Female","United-States"
120238,"White","Male","Poland"
205440,"White","Male","United-States"
