Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status
Acadia National Park,Vascular Plant,Brassicales,Brassicaceae,Draba verna,Spring Whitlow-Grass,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Brassicales,Brassicaceae,Erysimum cheiranthoides,"Treacle Mustard, Wormseed Mustard",Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Brassicales,Brassicaceae,Hesperis matronalis,Dame's Rocket,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Brassicales,Brassicaceae,Iberis umbellata,Candytuft,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Brassicales,Brassicaceae,Lepidium campestre,Field Peppergrass,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Brassicales,Brassicaceae,Lepidium densiflorum,Peppergrass,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Brassicales,Brassicaceae,Lepidium virginicum,Wild Peppergrass,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Brassicales,Brassicaceae,Raphanus raphanistrum,Wild Radish,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Brassicales,Brassicaceae,Raphanus sativus,Garden Radish,Approved,Present,Not Native,Unknown,,
Acadia National Park,Vascular Plant,Brassicales,Brassicaceae,Rorippa palustris ssp. fernaldiana,Marsh Yellow Cress,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Brassicales,Brassicaceae,Rorippa sylvestris,Creeping Yellow Cress,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Brassicales,Brassicaceae,Sinapis arvensis,Charlock,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Brassicales,Brassicaceae,Sisymbrium altissimum,Tumble Mustard,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Brassicales,Brassicaceae,Sisymbrium officinale,Hedge Mustard,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Brassicales,Brassicaceae,Subularia aquatica,Awlwort,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Brassicales,Brassicaceae,Thlaspi arvense,Field Pennycress,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Brassicales,Resedaceae,Reseda alba,"Dyer's Rocket, Mignonette",Approved,Not Present (Historical Report),Not Native,,,
Acadia National Park,Vascular Plant,Brassicales,Resedaceae,Reseda lutea,Mignonette,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Amaranthus albus,Tumbleweed,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Amaranthus hybridus,"Green Amaranth, Pigweed",Approved,Present,Not Native,Unknown,,
Acadia National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Amaranthus retroflexus,"Green Amaranth, Pigweed",Approved,Present,Not Native,Common,,
Acadia National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Atriplex acadiensis,Maritime Saltbrush,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Atriplex glabriuscula,Scotland Orache,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Atriplex littoralis,Grassleaf Orache,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Atriplex patula,Halberd-Leaf Orache,Approved,Present,Not Native,Unknown,,
Acadia National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Atriplex prostrata,Halberd-Leaved Orach,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Chenopodium album,"Lamb's Quarters, Pigweed",Approved,Present,Not Native,Common,,
Acadia National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Chenopodium glaucum,Oak-Leaved Goosefoot,Approved,Present,Not Native,Rare,,
Acadia National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Chenopodium murale,Nettle-Leaved Goosefoot,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Chenopodium simplex,Maple-Leaved Goosefoot,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Salicornia depressa,"Slender Glasswort, Samphire",Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Salicornia maritima,"Slender Glasswort, Samphire",Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Salsola kali,Common Saltwort,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Suaeda calceoliformis,American Sea Blite,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Suaeda linearis,Tall Seal Blite,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Suaeda maritima ssp. maritima,Low Sea Blite,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Suaeda maritima ssp. richii,Rich's Sea Blite,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Agrostemma githago,Corn Cockle, Purple Cockle,Approved,Not Confirmed,Not Native,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Cerastium arvense,Field Chickweed,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Cerastium fontanum ssp. vulgare,Mouse-Ear Chickweed,Approved,Present,Not Native,Common,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Cerastium tomentosum,Chickweed,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Dianthus armeria,Deptford Pink,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Dianthus deltoides,Maiden Pink,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Dianthus plumarius,"Grass Pink, Garden Pink",Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Honckenya peploides ssp. robusta,Seabeach Sandwort,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Minuartia glabra,Mountain Sandwort,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Minuartia groenlandica,Mountain Sandwort,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Moehringia lateriflora,Blunt-Leaved Or Grove Sandwort,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Sagina nodosa ssp. borealis,Pearlwort,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Sagina nodosa ssp. nodosa,Pearlwort,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Sagina procumbens,Birdseye,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Saponaria officinalis,"Soapwort, Bouncing Bet",Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Silene antirrhina,Sleepy Catchfly,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Silene armeria,Garden Catchfly,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Silene latifolia ssp. alba,"White Campion, White Cockle",Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Silene noctiflora,Night-Flowering Catchfly,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Silene nutans,"Catchfly, Campion",Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Silene vulgaris,Bladder Campion,Approved,Present,Not Native,Common,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Spergula arvensis,Corn Spurry,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Spergularia canadensis,White Marsh Spurry,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Spergularia rubra,Sand Spurry,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Spergularia salina,Salt-Marsh Sand Spurry,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Stellaria alsine,Bog Chickweed,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Stellaria borealis,Chickweed,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Stellaria calycantha,Chickweed,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Stellaria graminea,Lesser Stitchwort,Approved,Present,Not Native,Common,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Stellaria humifusa,Chickweed,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Stellaria longifolia,Long-Leaved Stitchwort,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Stellaria media,Common Chickweed,Approved,Present,Not Native,Common,,
Acadia National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Vaccaria hispanica,"Cowherb, Cow Cockle",Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Droseraceae,Drosera intermedia,Spatulate-Leaved Sundew,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Caryophyllales,Droseraceae,Drosera rotundifolia,Round-Leaved Sundew,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Caryophyllales,Droseraceae,Drosera rotundifolia var. comosa,Round-Leaved Sundew,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Molluginaceae,Mollugo verticillata,Carpetweed,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Montiaceae,Montia fontana,Blinks,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Caryophyllales,Plumbaginaceae,Limonium carolinianum,Sea Lavender,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Fagopyrum esculentum,Buckwheat,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Fallopia cilinodis,Fringed Bindweed,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Fallopia convolvulus,Black Bindweed,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Fallopia japonica,Japanese Knotweed,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Fallopia scandens,False Buckwheat,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Persicaria amphibia var. stipulacea,Water Smartweed,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Persicaria careyi,Carey's Knotweed,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Persicaria hydropiper,"Common Smartweed, Water Pepper",Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Persicaria lapathifolia,"Nodding Smartweed, Pale Smartweed",Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Persicaria maculosa,Lady's Thumb,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Persicaria pensylvanica,"Pink Knotweed, Pinkweed",Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Persicaria punctata,Knotweed,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Persicaria sagittata,Arrow-Leaved Tearthumb,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Polygonella articulata,Jointed Or Sand Knotweed,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Polygonum arenastrum,Dooryard Knotweed,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Polygonum aviculare,"Doorweed, Common Knotgrass",Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Polygonum buxiforme,"Doorweed, Common Knotgrass",Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Polygonum fowleri,Knotweed,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Polygonum prolificum,Knotweed,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Polygonum raii,Knotweed,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Polygonum ramosissimum,Bushy Knotweed,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Rumex acetosella,Sheep Sorrel,Approved,Present,Not Native,Common,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Rumex altissimus,Dock,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Rumex crispus,Curled Dock,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Rumex longifolius,Dock,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Rumex obtusifolius,"Bitter Dock, Broad-Leaved Dock",Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Rumex orbiculatus,Great Water Dock,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Rumex pallidus,"White Dock, Seabeach Dock",Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Rumex patientia,Patience Dock,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Rumex salicifolius var. mexicanus,Willow Dock,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Caryophyllales,Polygonaceae,Rumex verticillatus,Swamp Dock,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Caryophyllales,Portulacaceae,Portulaca oleracea,Purslane,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Celastrales,Celastraceae,Celastrus orbiculata,Asiatic Bittersweet,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Ceratophyllales,Ceratophyllaceae,Ceratophyllum echinatum,Prickly Hornwort,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Commelinales,Pontederiaceae,Pontederia cordata,Pickerelweed,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Cornales,Cornaceae,Cornus alternifolia,Pagoda Dogwood,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Cornales,Cornaceae,Cornus canadensis,Bunchberry,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Cornales,Cornaceae,Cornus rugosa,Round-Leaved Dogwood,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Cornales,Cornaceae,Cornus sericea,Red-Osier Dogwood,Approved,Present,Not Native,Unknown,,
Acadia National Park,Vascular Plant,Cucurbitales,Cucurbitaceae,Echinocystis lobata,Wild Cucumber,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Dipsacales,Adoxaceae,Sambucus canadensis,Common Elder,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Dipsacales,Adoxaceae,Sambucus racemosa ssp. pubens,"Red-Berried Elder, Stinking Elder",Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Dipsacales,Adoxaceae,Viburnum acerifolium,Maple-Leaved Viburnum,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Dipsacales,Adoxaceae,Viburnum dentatum var. dentatum,Southern Arrrowwood,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Dipsacales,Adoxaceae,Viburnum dentatum var. lucidum,Northern Arrowwood,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Dipsacales,Adoxaceae,Viburnum lantanoides,Hobble Bush,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Dipsacales,Adoxaceae,Viburnum nudum var. cassinoides,"Witherod, Wild Raisin",Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Dipsacales,Adoxaceae,Viburnum opulus var. opulus,Highbush Cranberry,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Dipsacales,Caprifoliaceae,Lonicera canadensis,American Fly Honeysuckle,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Dipsacales,Caprifoliaceae,Lonicera japonica,Japanese Honeysuckle,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Dipsacales,Caprifoliaceae,Lonicera morrowii,Morrow's Honeysuckle,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Dipsacales,Caprifoliaceae,Lonicera villosa,Mountain Fly Honeysuckle,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Dipsacales,Caprifoliaceae,Lonicera villosa var. calvescens,Mountain Fly Honeysuckle,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Dipsacales,Caprifoliaceae,Lonicera villosa var. solonis,Mountain Fly Honeysuckle,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Dipsacales,Caprifoliaceae,Lonicera X bella,Honeysuckle,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Dipsacales,Caprifoliaceae,Lonicera xylosteum,European Fly-Honeysuckle,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Dipsacales,Caprifoliaceae,Symphoricarpos albus,Snowberry,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Dipsacales,Diervillaceae,Diervilla lonicera,Bush Honeysuckle,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Dipsacales,Linnaeaceae,Linnaea borealis ssp. longiflora,"Twinflower, Linnaea",Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Dipsacales,Valerianaceae,Valeriana officinalis,"Garden Heliotrope, Garden Valerian",Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Equisetales,Equisetaceae,Equisetum arvense,Field Horsetail,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Equisetales,Equisetaceae,Equisetum fluviatile,Water Horsetail,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Equisetales,Equisetaceae,Equisetum palustre,Marsh Horsetail,Approved,Not Present (False Report),Native,,,
Acadia National Park,Vascular Plant,Equisetales,Equisetaceae,Equisetum sylvaticum,Plumy Horsetail,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Ericales,Actinidiaceae,Actinidia arguta,"Chinese Gooseberry, Hardy Kiwi",Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Ericales,Balsaminaceae,Impatiens capensis,"Jewelweed, Spotted Touch-Me-Not",Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Ericales,Balsaminaceae,Impatiens glandulifera,Himalayan Balsam,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Ericales,Clethraceae,Clethra alnifolia,Sweet Pepperbush,Approved,Not Present (False Report),Native,,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Andromeda polifolia var. glaucophylla,Bog Rosemary,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Arctostaphylos uva-ursi,Bearberry,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Calluna vulgaris,Scotch Heather,Approved,Present,Not Native,Rare,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Chamaedaphne calyculata,Leatherleaf,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Chimaphila umbellata ssp. cisatlantica,Pipsissewa,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Corema conradii,Broom Crowberry,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Empetrum nigrum,Black Crowberry,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Epigaea repens,"Trailing Arbutus, Mayflower",Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Gaultheria hispidula,Creeping Snowberry,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Gaultheria procumbens,"Wintergreen, Checkerberry",Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Gaylussacia baccata,Black Huckleberry,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Gaylussacia dumosa var. bigeloviana,Dwarf Huckleberry,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Kalmia angustifolia,"Sheep Laurel, Lambkill",Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Kalmia latifolia,Mountain Laurel,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Kalmia polifolia,Pale Laurel,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Moneses uniflora,One-Flowered Pyrola,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Monotropa hypopithys,Pinesap,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Monotropa uniflora,Indian Pipe,Approved,Present,Native,Occasional,,Species of Concern
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Orthilia secunda,One-Sided Pyrola,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Pyrola americana,Round-Leaved Pyrola,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Pyrola chlorantha,Greenish-Flowered Pyrola,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Pyrola elliptica,Shinleaf,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Rhododendron canadense,Rhodora,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Rhododendron groenlandicum,Labrador Tea,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Rhododendron viscosum,"Clammy Azalea, Swamp Honeysuckle",Approved,Not Present (False Report),Native,,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Vaccinium angustifolium,Low Blueberry,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Vaccinium boreale,Northern Blueberry,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Vaccinium cespitosum,Dwarf Bilberry,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Vaccinium corymbosum,Highbush Blueberry,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Vaccinium macrocarpon,Large Cranberry,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Vaccinium myrtilloides,Velvetleaf Blueberry,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Vaccinium oxycoccus,Small Cranberry,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Vaccinium pallidum,Hillside Blueberry,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Vaccinium uliginosum,Bog Blueberry,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Ericales,Ericaceae,Vaccinium vitis-idaea ssp. minus,Mountain Cranberry,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Ericales,Primulaceae,Anagallis arvensis,Scarlet Pimpernel,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Ericales,Primulaceae,Glaux maritima,Sea Milkwort,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Ericales,Primulaceae,Glaux maritima ssp. obtusifolia,Sea Milkwort,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Ericales,Primulaceae,Lysimachia ciliata,Fringed Loosestrife,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Ericales,Primulaceae,Lysimachia nummularia,Moneywort,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Ericales,Primulaceae,Lysimachia quadrifolia,Whorled Loosestrife,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Ericales,Primulaceae,Lysimachia terrestris,Swamp Candles,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Ericales,Primulaceae,Lysimachia thyrsiflora,Tufted Loosestrife,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Ericales,Primulaceae,Lysimachia vulgaris,Garden Loosestrife,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Ericales,Primulaceae,Lysimachia X producta,Loosestrife,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Ericales,Primulaceae,Trientalis borealis,Starflower,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Ericales,Sarraceniaceae,Sarracenia purpurea,"Pitcher Plant, Sidesaddle Flower",Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Amphicarpaea bracteata,Hog Peanut,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Apios americana,"Groundnut, Wild Bean",Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Coronilla varia,Crown Vetch,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Desmodium glutinosum,Pointed-Leaved Tick Trefoil,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Genista tinctoria,Dyer's Greenwood,Approved,Present,Not Native,Rare,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Lathyrus japonicus var. maritimus,Beach Pea,Approved,Present,Native,Occasional,,
